"","14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
"SNU1_STOMACH",0.031956,0.03251,-0.254448,0.062858,-0.087405,-0.418096,0.407865,0.057344,-0.409744,0.253985,0.42591,-0.130863,0.078621,0.10603,0.162259,-0.792348,-0.64532,-0.613232,-0.60494,-0.081611,-0.581572,-0.501328,-0.120475,0.718467,-2.307071,0.553081,0.24526,-0.097075,0.260957,0.246289,0.746879,0.869116,-0.20011,-0.239215,-2.289975,-0.190384,0.144637,0.158393,-0.774839,-0.345164,0.221886,-0.19268,0.033957,-0.237741,0.162624,-0.068939,0.725802,0.281793,0.05192,-0.708981,-0.211462,-3.895312,0.159198,-0.009838,-0.903525,0.314885,0.435959,0.029792,0.292044,-0.190085,-0.280203,-0.237794,0.072215,-0.194404,2.048006,0.223354,0.536367,0.069126,-0.37326,-0.009838,-1.366258,0.4645,0.411422,1.371713,1.542268,0.216475,0.286621,-0.177437,-0.16127,0.125274,0.044802,0.125742,0.009437,1.256762,-0.72076,0.722445,-0.073368,0.057225,-1.055829,-0.722851,-1.985434,2.494219,-0.774506,-0.79551,-0.369708,-0.990963,-0.752494,0.967762,0.908865,0.159003,0.145625,-0.122538,-0.192243,0.242201,0.078081,1.262608,1.071896,0.823936,0.461746,-0.051241,-0.004804,-1.349579,0.359952,0.486057,0.63933,-0.005613,-0.026919,0.01414,0.35993,0.521449,-0.271989,0.022785,-0.157707,-0.696573,0.175489,-0.142215,0.291279,-0.877085,-0.019107,1.444813,1.794155,-0.175233,-0.163018,-0.027647,-0.07448,0.033045,-0.337156,-0.642585,-0.253888,-0.327483,-0.54922,0.102984,0.194865,-0.167287,0.000768,-0.764129,-0.729358,-0.193735,-0.527465,0.517837,0.571119,-0.003508,-0.046344,-0.18387,0.362864,0.000835,0.049351,0.117007,0.027668,-0.046049,-0.113181,0.025238,0.001231,0.301206,0.154776,-0.374926,0.479743,-0.382974,-0.196269,0.303588,0.057206,0.596975,2.772209,-0.2218,-0.062524,0.079813,-0.507426,0.658371,0.805334,0.653138,-0.100878,0.249861,0.23294,1.018142,-0.599834,0.305459,0.025443,-0.018888,-0.105245,-1.066234,0.02156,-1.606486,-1.07481,-0.605359,-1.039144,0.052335,-2.016822,-0.326474,-0.644242,0.271058,-0.42323,0.177271,0.573998,-0.462444,-0.254505,-0.208184,1.345621,-2.330836,0.266459,-0.254991,0.47688,-0.242801,0.06214,0.247977
"SNU387_LIVER",0.174068,-0.027054,-0.098275,-0.343965,-0.195316,-0.526079,-0.037704,-0.620761,0.035276,-0.088884,-0.446583,0.080291,0.242025,-0.259915,0.440025,-0.314023,-0.279578,-0.170525,0.028422,0.186488,1.16765,-0.140885,1.733872,-0.375863,-0.145346,-0.238657,-0.215332,0.140792,0.013413,-0.33105,-0.30857,-0.191721,0.610096,-0.031377,0.370281,0.196751,0.776866,0.021527,0.031382,0.103167,0.266911,0.201185,0.232248,0.376282,0.003281,-1.077858,0.768904,0.66934,0.0798,0.264567,0.524123,4.433269,0.07211,0.223468,1.755837,-0.303496,-0.491588,0.034755,-0.313499,-0.082749,-0.298712,-0.004767,0.320672,-0.302555,0.482736,-0.393291,-0.082628,-0.003996,-0.209421,0.655146,-0.916307,0.474679,1.172991,0.185238,-0.324575,-0.006034,-0.668278,-0.513587,0.122357,0.017863,0.555346,0.381974,0.319519,-0.473701,3.135847,-0.207316,0.442005,0.120781,-0.104884,4.231545,-1.078072,1.537488,-0.304624,-0.296596,-0.063307,-0.836837,-0.486095,-0.068063,-0.308891,-0.360163,-0.209946,0.263526,0.091531,0.494373,0.429545,0.352356,0.244868,0.738142,0.449246,-0.250762,-0.246341,0.572803,0.551349,-0.148306,-0.509348,-0.075849,1.075837,0.071171,-0.338954,-0.481994,-0.242683,-0.058747,0.032491,1.609275,0.362739,0.208931,-0.031926,0.348864,0.697148,-0.557009,-0.085078,-0.480409,0.38491,0.039925,0.081488,-0.072396,0.096016,0.303697,0.134778,-0.53332,0.426844,0.020266,-0.38513,-0.562516,-0.219881,-0.074986,2.511653,-0.175097,0.099918,0.108248,-0.276376,-0.125387,-0.11977,0.434693,0.800056,0.023399,-0.204361,1.900295,1.543375,0.609353,0.675241,-0.184056,0,-0.384779,0.283447,0.594425,0.256258,0.107844,0.067089,-0.11674,-0.164865,-0.254004,-0.723607,0.31207,-0.004446,0.111907,-1.246478,0.089794,0.607194,1.076598,-0.099342,-0.225916,0.060632,0.055118,-0.25806,-0.169794,-0.111985,-0.052219,0.110529,0.206461,-0.234088,0.314066,0.212225,-0.113497,-0.419335,-0.079761,-1.657287,0.545947,0.21922,-0.331693,0.703944,-0.231553,0.660817,-0.349854,0.102102,0.360034,0.965124,-1.295189,0.078943,-0.178346,0.032647,0.366937,0.093725,-0.065944
"SNU423_LIVER",-0.110348,-0.071362,-0.327071,-0.73366,-0.177686,-0.521796,-0.420089,-0.060028,0.083061,0.430236,0.108564,0.234944,-0.030315,-0.388919,0.030147,0.604857,0.292736,-0.007292,0.014956,0.338724,0.270457,0.25716,0.938397,-0.510455,0.469677,-0.479521,-0.604538,0.225224,-0.053672,-0.065823,-0.295325,-0.106974,-0.136256,-0.078113,-0.089712,-0.006946,0.426066,0.044958,-0.314861,-0.128095,0.253823,0.652862,1.126687,0.206957,0.021077,-0.219271,0.105245,-0.440914,0.182011,0.763148,0.128344,2.364882,-0.017303,0.066902,0.825815,-0.408013,-0.361183,-0.067275,-0.182162,0.149213,0.290861,-0.578252,0.401025,0.10823,-0.110784,-0.122309,-0.099298,-0.008755,-0.350891,0.305826,-1.349892,-0.110352,-0.188782,0.325157,-0.298769,-0.039055,-0.702428,-0.484653,-0.153634,0.019418,-0.185812,-0.151552,-0.199952,-0.626334,2.525656,-0.539573,0.252102,0.047476,0.433749,0.587897,-0.997122,-0.778518,-0.16842,0.072321,-0.064871,-0.057498,0.359695,-0.406323,-0.211308,-0.674721,-0.063132,-0.028134,-0.158192,-0.821372,-0.0036,0.913666,-0.022478,0.568358,0.14293,-0.253507,-0.447481,0.831615,-0.444521,-0.088891,-0.420072,0.12219,0.4496,0.013107,-0.155893,-0.488329,0.064476,0.339284,0.101497,1.427485,0.52816,0.015175,0.984031,0.966566,1.55275,-0.340792,-0.193748,4.002908,0.333557,0.064403,-0.008292,-0.016465,0.260485,0.367775,0.194285,0.680649,0.333979,0.172987,0.402701,-0.580779,0.284873,0.640321,3.287989,-0.170142,0.303269,0.073565,0.371009,-0.115795,-0.228974,0.427849,-0.166142,-0.014269,-0.06968,0.851464,1.00572,0.010711,0.265404,0.388875,-0.077478,0.117974,-0.426802,-0.13565,0.184422,0.041059,0.140081,-0.290446,-0.206599,-0.200174,0.062315,-0.076855,0.425007,0.263421,-0.877862,0.570614,0.568041,0.343329,-0.00863,0.007854,-0.283536,-0.087368,-0.336414,-0.09774,0.108516,0.011828,-0.128276,-0.116533,0.237475,0.04408,0.182287,0.139797,-0.686658,0.046152,-1.920092,0.211767,-0.481638,-0.348995,0.597384,-0.040835,-0.118766,0.074935,0.067224,0.038215,1.419355,-1.095763,-0.253845,-0.117675,-0.006756,-0.244719,-0.119292,0.187357
"SNU449_LIVER",-0.340819,-0.335984,-0.239562,0.495034,1.251306,0.703852,0.355738,0.138801,-0.008342,0.337919,0.247284,-0.237191,-0.449697,-0.220044,-0.278499,0.904121,0.773827,-0.133476,-0.188926,-0.145388,0.679053,1.38255,0.493711,-1.232423,-0.351705,-0.402656,-0.504506,0.105158,-0.049782,0.141612,-0.043639,0.217128,0.343234,-0.304729,0.488019,0.008988,0.384492,0.085232,0.123212,-0.130697,0.11303,0.447595,-0.616463,0.183605,-0.032952,0.611055,-0.221103,-0.300726,0.040521,-0.679036,-0.738882,3.666232,-0.210563,-0.109622,0.213528,-0.012702,0.198081,0.148128,-0.046894,0.069118,0.274838,-0.380311,0.93605,0.615586,0.02849,-0.773889,0.176584,-0.340666,-0.696014,-0.103071,-1.296021,-0.239472,-0.927452,1.136275,0.863135,0.038646,-0.282929,-0.130744,-0.261322,0.076443,-0.589815,-0.528398,-0.174569,0.450377,-0.003761,0.529544,-0.301876,-0.226514,0.910735,-0.157272,0.091826,-1.145562,-1.27785,-0.076769,-0.270754,0.373438,0.303069,-0.225196,0.437933,0.240057,0.138872,0.979919,-0.237818,0.1095,-0.064643,1.485835,-0.030869,-0.242378,0.078767,0.325729,-0.139378,0.789059,0.487599,-0.522955,-0.491416,0.089398,0.32944,-0.190147,-0.206591,0.174665,-0.084513,0.270445,-0.154042,0.938942,0.347346,0.16721,-0.138811,-0.075203,1.280509,0.496667,-0.564599,-0.724345,-0.528856,-0.275351,0.03307,0.053957,-0.091568,0.07081,0.609803,0.481708,0.202226,-0.00615,1.001286,-0.477851,-0.091705,0.815758,3.112692,-0.174518,0.706351,0.41068,-0.895547,-0.538888,-0.723982,0.122781,-0.371523,-0.645953,-1.079926,1.495905,1.22767,0.459456,0.768783,0.405248,-0.127791,0.388001,-0.424126,-0.379127,-0.948172,0.006535,-0.052313,0.488924,0.235351,-0.343729,0.038768,0.288966,0.553223,0.249641,-0.685067,0.471008,0.969207,0.040215,-0.054444,0.143207,0.384508,0.521006,-0.218529,0.203263,0.416391,-0.281191,-0.036854,-0.343607,0.098998,-0.319386,0.044326,-0.374807,-0.609781,-0.171735,-1.656525,0.406729,-0.127363,-0.051501,-0.192654,-0.295149,0.277357,-0.221941,-0.13138,-0.01512,0.98272,2.376466,-0.436658,0.661414,0.024454,-0.09185,0.19543,0.312884
"SNUC2A_LARGE_INTESTINE",-0.075611,0.103289,-0.16242,-0.178085,-0.299843,-0.357688,-0.034223,0.325034,0.118978,0.156512,-0.334317,-0.457225,0.019605,0.034104,0.555954,-0.516403,-0.324172,0.180076,0.34522,0.677409,1.496803,0.066578,-0.295799,-0.765492,-1.098548,0.683867,0.504054,0.465476,0.00036,-0.03062,-0.515969,0.084188,0.269347,-0.101822,0.89377,0.067417,-0.473018,0.030328,-0.053159,0.047992,0.093476,-0.181074,0.330753,-0.201289,-0.108567,-0.71833,0.008933,0.526085,-0.214323,0.330594,0.027359,0.522397,0.066638,-0.022347,0.683309,-0.122233,-0.147785,0.370351,0.474404,-0.214831,-0.176687,2.909254,-0.137602,0.006561,-0.248871,0.596455,0.258728,-0.068813,0.296112,-0.102442,3.500026,0.938112,-0.132709,0.416208,0.20054,-0.049558,0.05374,-0.270896,-0.157758,0.067903,0.346645,0.555174,0.26981,-0.497877,-0.850216,0.661129,0.030619,0.135685,-0.275038,-0.105072,1.229074,1.223556,-0.602079,0.074881,0.44691,0.283938,0.132013,1.347189,0.681706,1.104962,-0.039748,-0.166119,0.024268,0.131618,-0.044819,-0.542888,0.209068,0.031511,0.534359,-0.095467,0.151447,-0.111076,1.079489,0.180864,0.362238,-0.125624,0.470454,-0.21011,-2.018167,-2.423998,0.369623,0.18071,-0.362223,0.893215,-0.103386,-0.335399,-0.352935,-0.268795,0.75442,0.101785,0.244501,1.902977,-1.132185,0.029878,-0.035864,-0.182521,-0.082561,0.090304,0.678262,1.678913,-0.762441,0.187837,0.121945,0.834492,-0.197504,0.070724,-0.701853,-0.126775,-0.488315,0.000107,0.412248,0.047275,0.053404,0.043399,0.19927,0.103459,0.140775,0.361458,0.40856,-0.160456,-0.096859,0.054335,-0.080494,-0.091141,0.630877,-0.194696,1.57504,1.108506,-0.761629,0.129789,0.369846,0.237144,0.612289,-1.448072,-0.294522,-0.283274,1.211184,1.497583,1.635095,0.014685,-0.307648,-0.107514,-0.018471,-0.068706,-0.200892,0.278516,-0.034275,-0.012955,0.072136,-0.091065,-0.357092,-0.001906,0.386469,-0.483808,0.25121,-0.232415,1.401653,-0.159353,-0.9767,-0.135097,-0.143354,-0.477262,0.529441,0.017075,-0.04347,-0.112578,0.872977,2.520665,0.173554,0.027384,-0.177227,0.29703,-0.056703,-0.070758
"SU8686_PANCREAS",0.241155,0.030501,-0.318816,-0.841067,-0.590535,-0.795867,-0.161179,-0.425987,0.573942,-0.043292,0.294747,-0.09705,0.216851,0.809681,-0.621464,-0.49224,-0.109387,0.91262,-0.47125,-0.930457,0.277162,-0.286021,0.101763,0.026032,0.342412,-0.871841,-0.449817,-0.167173,0.233046,-0.169798,-0.546744,-0.468625,0.279851,-0.158828,0.697162,0.343916,0.519877,0.398174,-0.563741,-0.460076,0.10555,-0.094445,0.824224,0.133961,0.191094,-0.473107,-0.915263,-0.593989,0.021258,0.137105,0.303106,0.862514,-0.110595,0.22319,2.51301,-0.177282,-0.263348,-0.030683,-0.351763,0.29093,-0.289339,3.12453,0.200825,-0.823325,0.115542,-0.176608,1.356884,0.250207,-0.877353,-0.52213,3.227171,-0.837687,-1.2772,0.640809,0.41808,0.101703,0.148409,-0.543636,0.145357,0.112139,-0.059046,-0.393381,0.148,-0.378128,2.028585,-0.519085,0.039153,-0.04485,0.280549,0.349689,-0.556928,-1.464029,-0.176706,-0.372438,-0.524278,-0.713402,-0.259083,-0.655378,-0.073329,0.37075,-0.022658,0.191552,0.101178,0.805946,1.708473,0.003823,0.031938,0.439635,-0.150987,0.357636,1.689937,0.003705,-0.573756,0.123002,-0.17195,0.266706,0.584094,0.172355,-0.116936,-0.296638,-0.344088,-0.097358,-0.284994,-0.497139,0.526831,0.13371,-0.560429,-0.075545,-0.07691,-0.363165,0.956887,1.75892,-0.137848,0.173444,-0.051237,0.421376,-0.242827,-0.375397,-0.018905,1.511718,0.827112,-0.942111,-0.164095,-0.465505,0.032154,0.088099,3.716852,0.208539,-0.387453,-0.550379,-0.396563,-0.280561,-0.51826,-0.205375,-0.358497,-0.286765,-0.569801,0.724054,0.959068,-0.049878,-0.616685,1.137039,0.302627,-0.282061,-0.103582,0.359252,-1.262551,1.50964,0.182861,-0.561291,-0.435221,-0.084777,-1.176652,0.361388,-0.406298,-0.073266,-0.568693,-1.183324,-1.135137,0.007002,1.138917,0.026217,0.025836,-0.75597,-0.214253,-0.051734,0.872938,-0.136066,0.19334,0.727425,0.155029,0.145243,-0.191901,0.652954,0.066348,-0.032238,0.584949,0.116718,0.106735,-0.018351,0.730966,-0.339614,-0.37532,-0.548502,-0.040878,-0.136324,0.729207,1.303731,-0.14531,0.1972,0.128147,0.172429,-0.083543,-0.010648
"SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.044001,0.17933,-0.340443,0.234256,-0.14093,-0.450151,0.219523,-0.528445,-0.063894,0.160452,-0.074766,-0.181464,0.001094,-0.288666,-0.508661,-0.946478,-0.664232,-0.970704,-0.403579,0.471172,-1.71786,-0.146849,-0.101364,1.054667,0.567001,0.486928,0.738221,-0.147262,0.022872,0.108182,0.227275,-0.555574,-0.17328,0.020685,-3.470719,-0.11371,0.636162,-0.073428,1.022346,0.832011,0.119834,-0.443945,-0.116896,-0.048348,0.113186,0.496534,0.53155,0.675175,0.595585,0.586393,-0.419223,-3.073068,1.945298,0.044375,-0.748393,0.438856,0.458897,0.614505,0.935021,0.230391,0.001982,-0.381277,-0.116114,0.13357,-0.070829,-0.087794,0.269459,-0.058654,0.130551,-0.384975,-0.225494,1.064357,0.581058,-0.821971,-0.498459,-0.078686,0.281857,0.259552,9e-06,0.169722,0.144189,0.352749,0.355605,-0.070151,-0.011154,0.096416,0.314509,-0.108458,-0.265759,0.332914,-2.014748,0.932968,0.09946,0.012115,0.002372,-0.054201,0.025912,-0.28156,-0.294566,-0.53224,0.139268,0.062254,0.268654,-0.579783,-1.683359,-0.123596,-0.169484,0.414543,0.23219,-0.707934,2.196508,-0.510639,0.006111,0.574237,1.310115,-0.378069,0.00345,-0.022887,0.357139,0.648932,-0.504101,-0.149587,0.311404,-0.115179,-0.17608,0.127511,-0.588996,-0.984823,-0.123292,-0.382729,-0.545704,0.769938,-0.165234,0.200714,0.204266,-0.159787,0.052866,0.061376,-0.018692,0.184653,-0.455897,0.509527,-0.248911,0.391465,-0.249503,-0.674857,-1.439775,0.547383,-1.674689,0.671566,0.215801,0.114384,-0.063613,-0.083833,0.853118,-0.142546,0.732501,0.520291,0.582301,0.413457,0.382629,-0.351619,-0.005143,-0.141534,0.202929,-0.268251,-0.983067,0.329159,0.608435,0.903222,-0.013109,0.888466,1.038742,-0.542244,-0.299858,-0.061277,0.163826,-0.925081,-0.484068,0.409228,-0.045536,0.170721,0.128803,0,-0.246154,0.051984,-0.346872,0.16082,-0.525668,-1.086821,1.061807,-1.452565,-0.046846,-0.179749,1.936393,0.048209,4.386517,-0.292092,-1.172199,-0.015053,-0.074585,0.056708,0.712428,-0.110218,0.239358,5.257234,-3.44158,-0.430632,0.388247,-0.086452,-1.183628,-2.74955,0.148196,-1.032548
"SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.0179,0.14419,-0.235443,-0.045999,-0.240608,-0.42573,0.211159,-0.771094,0.057591,-0.147767,-0.258977,-0.288723,-0.122709,-0.043881,-0.931006,-0.956887,-0.633302,-0.976064,-0.293732,0.607229,-1.765523,-0.393373,-0.042595,0.239225,0.671133,0.030057,0.219198,-0.416519,0.129089,0.055851,0.330615,2.480595,-0.322196,0.329859,-2.880593,-0.079524,1.495924,-0.153038,1.684902,1.679379,-0.022807,-0.489422,-0.215784,0.091409,0.043405,0.200907,0.27575,0.343772,0.512551,-0.258801,0.153344,-1.906977,2.461293,0.105477,-0.809193,0.176202,0.100745,0.396893,0.606769,0.020125,-0.023973,-0.015322,-0.182558,-0.407108,-0.083778,-0.171044,0.209161,-0.035259,-0.544579,-0.318341,-0.0154,0.921482,0.465036,-0.864544,-0.065362,-0.053867,0.258147,0.113749,0.144767,0.194583,0.118514,0.166593,0.309128,-0.285354,-0.151058,-0.20051,0.189777,-0.00491,-0.427829,-0.117094,-1.390939,1.471816,0.051534,-0.23861,0.032085,0.209888,0.391506,-0.007623,0.526704,-0.236345,0.019419,-0.060231,0.27377,-0.210715,-1.252675,-0.195672,0.286464,0.507968,-0.309645,-0.468312,1.750821,-0.450965,-0.248808,1.232237,1.019916,0.178586,-0.111508,0.196589,0.193682,0.022483,-0.740756,-0.283612,0.026934,-0.531759,-0.295145,0.078293,-0.564209,-0.948299,-0.238746,-0.10822,-0.566434,0.670559,-0.35468,-0.020025,0.0874,-0.080951,0.104578,0.049559,0.625503,0.931263,-0.587453,0.295965,-0.103796,0.09252,-0.281584,-0.784268,-0.731937,0.545865,-0.486135,0.137501,0.634957,0.171619,0.199852,0.006144,0.327342,-0.028739,0.60983,0.261329,0.2323,0.154818,0.270355,-0.445166,0.33045,-0.009633,0.390641,-0.311882,0.322985,0.260347,0.212778,0.532944,-0.288683,0.955073,0.675944,-0.579584,-0.380139,-0.219044,0.038641,-0.690555,-0.406683,0.322885,0.158504,-0.062815,0.404781,0.790122,-0.237436,-0.181733,0.199565,0.187839,-0.237818,-0.751517,1.232894,-0.681361,-0.554935,0.433997,1.335706,0.329749,4.472462,-0.481406,-1.121968,-0.199392,-0.306164,0.152967,0.4335,0.176563,0.174426,5.363528,-2.83827,-0.588125,0.357554,-0.038817,-1.121239,-2.253224,0.017317,-0.789465
"SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.093386,-0.092213,0.032995,-0.153738,0.40132,-0.315705,0.094442,-0.736222,-0.048407,-0.349046,-0.166783,-0.396757,0.153479,0.357191,-0.996429,-1.380881,-0.42255,-0.996202,-0.268032,0.089728,-1.722032,-0.187657,-0.132025,0.470462,1.169991,0.240689,0.037387,0.084217,0.272563,-0.176957,0.5989,-0.193342,-0.417432,0.257041,-4.2238,-0.205688,0.925681,-0.069299,1.017902,0.98393,-0.148696,-0.046428,0.07229,-0.033532,0.117603,0.342377,0.080322,0.444991,0.453719,0,-0.027996,-3.467669,2.231186,0.149775,-0.893249,0.02218,0.438578,0.091835,0.468223,0.068814,0.019226,-0.066691,-0.615697,0.326937,0.493472,-0.66688,0.464987,0.031094,0.085319,-0.47472,-1.068134,-0.021743,-0.334188,-1.366326,0.176079,0.10844,-0.098187,-0.185889,-0.088162,0.448412,0.01429,-0.671107,-0.006629,-1.060983,0.826956,0.062306,-0.001505,0.239701,-0.723765,-0.432683,-1.528702,-0.461621,-0.480746,0.061986,0.150445,0.463432,0.28685,-1.52441,-0.22096,-0.75042,0.014227,-0.00752,0.007307,-0.309417,0.014701,0.124442,0.150824,0.15533,-0.138591,-0.470813,2.369136,-0.334142,0.014018,0.822777,0.298247,-0.286235,-0.239372,0.170618,0.675296,0.552042,-0.407123,-0.038518,2.284743,-1.468926,-0.195119,0.167442,-1.162944,0.409159,-0.344028,-0.665684,-0.428182,0.575988,-0.348867,0.209944,0.276275,0.254672,0.261521,0.205765,0.229808,0.815369,-1.259,0.11705,-0.352795,0.269328,-0.109941,-0.119023,-0.75121,0.534372,-1.581346,0.184129,1.833748,0.233245,0.136282,-0.432798,0.253542,-0.129453,0.719348,0.981249,1.043758,0.62151,0.500802,-0.444316,0.446632,-0.14092,-0.052582,-0.583618,1.366729,0.081832,0.579436,0.209404,-0.148027,0.549557,0.548527,0.148922,-0.438371,-0.188611,0.404107,-1.064351,-1.246678,-0.085888,0.180435,0.546549,0.072568,0.522468,-0.566206,-0.269846,0.083297,0.15831,0.061167,-0.935032,3.213386,-2.658355,-0.909063,0.222411,-0.760696,0.487467,3.473552,-0.243604,-2.099353,0.071888,-0.268702,-0.112735,-0.076457,-0.229053,-0.087197,5.227508,-3.866621,-2.089099,0.172927,-0.20724,-0.9383,-3.040969,-0.160205,-0.32023
"SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.004186,0.111328,0.451711,0.496563,-0.466086,-0.801139,-0.258729,0.203829,-0.122751,-0.311919,-0.832789,-0.162088,0.172172,0.044518,0.025482,0.210046,-0.179864,-0.958759,-0.118157,-0.521178,-1.47791,-0.024807,0.321292,-0.718499,0.007656,0.887941,0.647284,-0.105919,0.146126,0.712649,-1.370995,1.027539,-0.402712,0.007292,-4.060074,-0.219918,-0.139343,0.051421,0.523071,0.336214,-0.282778,0.104539,0.161135,-0.317766,0.124154,0.02388,0.89529,0.542376,0.299363,-0.027319,-0.162278,-3.466026,0.022461,0.113611,-0.380855,-0.35243,0.806101,0.717923,0.255219,-0.244218,0.04479,-0.543617,0.350572,0.269992,-0.661644,-0.433845,0.281699,0.113658,0.479534,-0.729641,-1.074593,0.04738,-1.435534,-1.37169,-0.701522,0.129806,0.705827,-0.887088,-0.058386,-0.043345,-0.066653,0.004407,0.852263,-1.442788,-0.982357,0.090483,0.046661,0.316021,-0.683907,-0.444512,-1.47649,1.49841,2.072315,0.396611,0.208282,-0.330035,-0.160405,-1.767655,-0.531987,-1.006511,-0.011415,-0.085846,-0.192754,2.933027,0.053492,0.032879,-0.191399,0.755217,0.07766,0.488082,3.699368,-1.176001,-0.39581,1.462617,0.336973,-0.626779,-0.21109,0.135623,-2.711277,-2.054404,-0.035149,-0.319876,0.151054,-0.537669,-0.437433,0.216972,-0.877833,-0.538114,-0.304308,1.848872,-0.86952,-0.891064,-0.283715,0.426394,0.211429,0.090941,0.28291,0.348405,-0.632972,0.009874,-1.482842,0.856319,-0.582374,0.284839,0.041481,-0.86063,-0.542006,0.087805,-0.383152,1.390796,0.322115,0.049362,0.05172,-0.441932,-0.195082,0.692873,1.05127,1.439824,1.572307,0.438394,0.260856,-1.44113,-0.024129,-0.054811,-0.02593,-0.615641,2.101407,0.011069,0.018398,0.594246,0.008183,0.888514,1.275405,0.327057,0.271864,-0.251066,0.428625,-3.457997,-3.012165,-0.142264,0.054139,0.395432,-0.355252,0.466802,0.585314,0.281646,-0.144179,0.085784,-0.149801,-0.850741,1.887505,0.182426,-0.242974,-0.379032,1.860273,1.480579,-1.748682,-0.284352,-0.394675,-0.203497,-0.414639,-0.136625,-0.024503,-0.030155,-0.164925,5.816412,-0.574948,-2.210208,-0.126675,0.302897,-0.812224,-3.072737,-0.159327,-0.608215
